20, 0.051520
30, 0.046890
40, 0.049560
50, 0.048720
60, 0.049010
70, 0.049640
80, 0.045550
90, 0.052760
100, 0.047780
110, 0.049250
120, 0.048800
130, 0.048490
140, 0.047960
150, 0.046220
160, 0.050630
170, 0.048230
180, 0.048810
190, 0.043920
200, 0.047790
210, 0.046970
220, 0.049700
230, 0.052420
240, 0.049920
250, 0.045900
260, 0.046740
270, 0.044980
280, 0.048140
290, 0.051720
300, 0.047470
310, 0.050780
320, 0.046970
330, 0.048510
340, 0.052650
350, 0.044830
360, 0.048230
370, 0.047460
380, 0.053470
390, 0.046900
400, 0.049440
410, 0.046270
420, 0.046060
430, 0.043890
440, 0.046890
450, 0.046720
460, 0.045420
470, 0.044850
480, 0.052040
490, 0.052070
500, 0.053730
510, 0.049290
520, 0.051100
530, 0.050000
540, 0.052680
550, 0.052340
560, 0.050450
570, 0.052920
580, 0.054460
590, 0.048130
600, 0.053770
610, 0.054010
620, 0.054660
630, 0.053650
640, 0.051090
650, 0.053580
660, 0.054960
670, 0.055420
680, 0.054070
690, 0.053480
700, 0.055860
710, 0.055970
720, 0.055330
730, 0.057120
740, 0.054950
750, 0.059630
760, 0.057260
770, 0.055320
780, 0.056720
790, 0.056310
800, 0.055240
810, 0.052460
820, 0.052460
830, 0.054810
840, 0.054860
850, 0.056590
860, 0.052660
870, 0.056900
880, 0.061440
890, 0.059360
900, 0.059920
910, 0.060440
920, 0.061100
930, 0.060680
940, 0.056030
950, 0.059240
960, 0.058640
970, 0.060290
980, 0.062930
990, 0.060080
1000, 0.062310
1010, 0.062220
1020, 0.061800
1030, -9.939550
1040, 0.064270
1050, 0.062590
1060, 0.063720
1070, 0.060020
1080, 0.062790
1090, 0.064930
1100, 0.058080
1110, 0.061890
1120, 0.062240
1130, 0.062050
1140, 0.064370
1150, 0.064600
1160, 0.064020
1170, 0.065980
1180, 0.065900
1190, 0.063820
1200, 0.066180
1210, 0.064010
1220, 0.063880
1230, 0.066100
1240, 0.066620
1250, 0.064780
1260, 0.065410
1270, 0.062910
1280, 0.064230
1290, 0.062660
1300, 0.065130
1310, 0.067950
1320, 0.065510
1330, 0.065470
1340, 0.065030
1350, 0.066520
1360, 0.066110
1370, 0.064420
1380, 0.065920
1390, 0.065090
1400, 0.065060
1410, 0.070280
1420, 0.067100
1430, 0.067520
1440, 0.064820
1450, 0.067870
1460, 0.065520
1470, 0.091100
1480, 0.088190
1490, 0.090200
1500, 0.088670
1510, 0.095380
1520, 0.092030
1530, 0.093940
1540, 0.091280
1550, 0.100020
1560, 0.098320
1570, 0.093960
1580, 0.094610
1590, 0.093230
1600, 0.091960
1610, 0.095500
1620, 0.098190
1630, 0.094530
1640, 0.094680
1650, 0.099970
1660, 0.101420
1670, 0.091410
1680, 0.096940
1690, 0.090890
1700, 0.097170
1710, 0.099060
1720, 0.093900
1730, 0.101340
1740, 0.096200
1750, 0.102610
1760, 0.094530
1770, 0.098350
1780, 0.100170
1790, 0.101590
1800, 0.098660
1810, 0.098390
1820, 0.102100
1830, 0.106950
1840, 0.102900
1850, 0.105800
1860, 0.105400
1870, 0.104420
1880, 0.105990
1890, 0.104630
1900, 0.107300
1910, 0.100350
1920, 0.101870
1930, 0.102040
1940, 0.105560
1950, -9.893590
1960, 0.105230
1970, 0.103100
1980, 0.106480
1990, 0.108690
2000, 0.104710
2010, 0.105240
2020, 0.099740
2030, 0.100740
2040, 0.099970
2050, 0.099120
